user_id,evidence_category,primary_failure_type,why_repair_was_required,semantic_repair,formatting_only,raw_word_count,final_word_count,absolute_word_reduction,materially_compressed,operation_types
44105,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,77,46,True,remove_additional_negative_or_abstention_span
44611,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,132,90,42,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
44755,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Comedy'].,True,False,67,63,4,False,grounding_narrow_or_neutralize
44787,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,90,77,13,False,remove_additional_negative_or_abstention_span
44894,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Sci-Fi'].,True,False,97,70,27,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
45019,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,123,77,46,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
45085,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,78,24,True,remove_additional_negative_or_abstention_span
45383,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,87,36,True,remove_additional_negative_or_abstention_span
45424,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Sci-Fi'].,True,False,64,64,0,False,abstention_to_supported_negative
45539,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,106,11,False,remove_additional_negative_or_abstention_span
46009,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,121,96,25,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
46146,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,81,76,5,False,format_malformed_abstention_leadin
46181,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['IMAX', 'Mystery', 'Sci-Fi'].",True,False,133,86,47,True,format_malformed_abstention_leadin;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
46654,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Animation', 'Children', 'Crime', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller'].",True,False,144,115,29,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
46920,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,98,77,21,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
47302,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,96,60,36,True,remove_additional_negative_or_abstention_span
47329,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance', 'Sci-Fi', 'War'].",True,False,115,78,37,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
47541,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,131,83,48,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
47755,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,76,26,True,remove_additional_negative_or_abstention_span
47828,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,110,76,34,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
48244,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,116,74,42,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
48650,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,125,83,42,True,remove_additional_negative_or_abstention_span
48696,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,129,82,47,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
48697,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,95,84,11,False,remove_additional_negative_or_abstention_span
48778,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,109,88,21,False,remove_additional_negative_or_abstention_span
48802,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,92,80,12,False,remove_additional_negative_or_abstention_span
48876,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['War'].,True,False,115,72,43,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
49203,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,97,86,11,False,remove_additional_negative_or_abstention_span
49409,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,105,75,30,True,remove_additional_negative_or_abstention_span
49435,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Horror'].,True,False,110,65,45,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
49667,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,97,69,28,True,remove_additional_negative_or_abstention_span
49839,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,73,74,-1,False,format_add_summary_prefix
49908,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,110,75,35,True,remove_additional_negative_or_abstention_span
49955,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,136,106,30,True,remove_additional_negative_or_abstention_span
50125,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,115,116,-1,False,format_add_summary_prefix
50144,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,119,90,29,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
50225,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,137,97,40,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
50348,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,110,73,37,True,remove_additional_negative_or_abstention_span
50375,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,102,21,False,remove_additional_negative_or_abstention_span
50674,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Crime', 'Sci-Fi'].",True,False,104,111,-7,False,abstention_to_supported_negative
50913,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,124,91,33,True,remove_additional_negative_or_abstention_span
51293,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,108,69,39,True,remove_additional_negative_or_abstention_span
51358,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,99,76,23,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
51420,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,68,34,True,remove_additional_negative_or_abstention_span
51710,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,87,14,False,remove_additional_negative_or_abstention_span
51772,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,124,90,34,True,remove_additional_negative_or_abstention_span
52235,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,59,60,-1,False,format_add_summary_prefix
52711,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Children', 'Fantasy', 'Musical', 'Romance'].",True,False,126,77,49,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
52931,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,120,81,39,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
53045,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,130,108,22,False,remove_additional_negative_or_abstention_span
53596,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,75,26,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
53907,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,107,76,31,True,remove_additional_negative_or_abstention_span
53995,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,152,117,35,True,remove_additional_negative_or_abstention_span
54126,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,85,16,False,remove_additional_negative_or_abstention_span
54154,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Sci-Fi'].,True,False,145,77,68,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
54157,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Children'].,True,False,128,72,56,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
54178,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,85,57,28,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
54395,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,112,87,25,True,remove_additional_negative_or_abstention_span
54596,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,115,90,25,True,remove_additional_negative_or_abstention_span
54730,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,108,84,24,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
54804,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Comedy', 'Horror'].",True,False,110,66,44,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
55366,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,111,79,32,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
55506,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Horror'].,True,False,137,91,46,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
55607,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,78,73,5,False,format_malformed_abstention_leadin
55849,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,111,88,23,True,remove_additional_negative_or_abstention_span
56045,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,144,123,21,False,grounding_narrow_or_neutralize
56501,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,135,102,33,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
56634,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,124,83,41,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
57315,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,125,75,50,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
57338,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,138,95,43,True,remove_additional_negative_or_abstention_span
57452,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Western'].,True,False,73,61,12,False,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
57453,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Children', 'Fantasy'].",True,False,107,82,25,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
57524,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Crime', 'Horror'].",True,False,118,65,53,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
57662,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,97,56,41,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
58453,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,131,66,65,True,remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
58565,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,106,67,39,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
58771,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,132,86,46,True,remove_additional_negative_or_abstention_span
59029,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Animation', 'Children', 'Horror', 'Thriller'].",True,False,94,79,15,False,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
59090,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,134,89,45,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
59200,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,100,62,38,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
59725,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,131,132,-1,False,format_add_summary_prefix
60525,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,163,104,59,True,remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
60875,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Sci-Fi'].,True,False,102,59,43,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
60935,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,126,87,39,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
61104,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,120,82,38,True,remove_additional_negative_or_abstention_span
61250,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Crime'].,True,False,121,68,53,True,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
61824,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,104,62,42,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
61992,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,78,39,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
62020,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Crime', 'Fantasy', 'IMAX', 'Sci-Fi'].",True,False,82,68,14,False,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
62663,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Crime'].,True,False,132,86,46,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
63536,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,90,33,True,remove_additional_negative_or_abstention_span
63900,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,64,37,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
64306,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,125,114,11,False,remove_additional_negative_or_abstention_span
64657,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,128,103,25,False,remove_additional_negative_or_abstention_span
64751,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Sci-Fi', 'Western'].",True,False,71,73,-2,False,abstention_to_supported_negative
64830,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Western'].",True,False,127,93,34,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
64863,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,102,75,27,True,remove_additional_negative_or_abstention_span
65158,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,83,72,11,False,remove_additional_negative_or_abstention_span
65242,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Children', 'Fantasy'].",True,False,119,82,37,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
65809,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,65,36,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
65948,no_negative_evidence,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,116,78,38,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
66075,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,130,104,26,True,grounding_narrow_or_neutralize
66187,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Animation', 'Children', 'Fantasy', 'Horror', 'IMAX', 'Musical', 'Romance'].",True,False,121,111,10,False,format_add_summary_prefix;abstention_to_supported_negative
66233,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,128,92,36,True,remove_additional_negative_or_abstention_span
66454,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Adventure'].,True,False,125,78,47,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
67004,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Fantasy', 'IMAX'].",True,False,115,88,27,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
67102,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Children', 'Comedy'].",True,False,76,79,-3,False,format_add_summary_prefix;abstention_to_supported_negative
67176,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,124,93,31,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
67235,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure'].",True,False,103,66,37,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
67253,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,182,72,110,True,format_remove_literal_instruction_or_placeholder;format_remove_literal_instruction_or_placeholder;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span;remove_additional_negative_or_abstention_span
67637,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,88,83,5,False,format_malformed_abstention_leadin
67648,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,95,79,16,False,remove_additional_negative_or_abstention_span
67759,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,105,94,11,False,remove_additional_negative_or_abstention_span
68101,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,91,75,16,False,format_add_summary_prefix;remove_additional_negative_or_abstention_span
68105,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,122,88,34,True,format_add_summary_prefix;grounding_narrow_or_neutralize
68501,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,99,94,5,False,format_malformed_abstention_leadin
68590,no_negative_evidence,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,139,140,-1,False,format_add_summary_prefix
69248,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,118,80,38,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
69471,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,143,120,23,False,grounding_narrow_or_neutralize
69593,supported_negative,inappropriate_abstention_despite_supported_negative_genre,Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Horror'].,True,False,111,78,33,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
69757,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,96,59,37,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
