user_name,user_id,model_user_id,split,word_count,preference_characteristics_and_details,attempt,custom_id
MovieLens user 40352,40352,1975,train,167,"This viewer favors energetic, high-concept entertainment that blends action and genre play with sharp or absurd humor. They regularly choose action-heavy, adventure-driven fare with fantastical or science-fiction elements, and respond well to comic pastiche, broad satire, and irreverent comedy. They also appreciate darker, suspenseful stories with psychological or mystery elements—crime thrillers and horror with strong atmosphere and twists resonate. Musicals, animated adult comedies, and eccentric or campy genre mashups are appealing when they skew witty or self-aware rather than purely grotesque. Preferred tones range from adrenaline-fueled and tongue-in-cheek to moody and tense; they enjoy moral complexity and character-driven drama in addition to spectacle. Conversely, straightforward, earnest genre entries that lack irony, cleverness, or emotional weight tend to disappoint, as do crude horror-for-shock-only efforts and juvenile family fare without sharper satire. They respond positively to bold stylistic choices, heightened visuals, and confident directors who blend genre conventions with personality, and are drawn to films that mix thrills with humor or that add a thought-provoking undercurrent to mainstream genres.",0,user-40352-7e9d569761003ba8-a0
MovieLens user 40367,40367,1976,train,158,"This viewer favors thoughtful, often somber cinema with strong psychological, moral, or existential undercurrents. They gravitate toward slow-burning dramas, tense thrillers, and auteur-driven films that emphasize character study, atmosphere, formal composition, and moral ambiguity over broad spectacle. Recurring tastes include wartime and crime narratives handled with gravity, surreal or hallucinatory works that probe the subconscious, and literary or art-house storytelling that rewards attention to nuance and tone. They appreciate documentaries with rigorous focus and intimate portraits, and occasionally enjoy whimsical or lyrical animation and fantasy when it retains emotional depth and visual inventiveness. Disliked features include loud, shallow blockbuster spectacle, broadly comedic family-oriented cartoons, and franchise-driven action spectacle lacking subtlety or thematic weight. Preferred moods are melancholic, contemplative, tense, or unsettling rather than triumphant or slapstick. Stylistically they favor disciplined cinematography, deliberate pacing, moral complexity, and films that challenge or linger after viewing. They are less drawn to crowd-pleasing, high-concept popcorn entertainment and overtly sentimental or simplistic narratives.",0,user-40367-0837c48b75db710a-a0
MovieLens user 40385,40385,1977,train,155,"The viewer prefers thoughtful, character-driven dramas with moral complexity, emotional depth, and occasional literary or psychological themes. They respond well to serious storytelling, realistic conflicts, and films that balance interpersonal tension with social or ethical questions. They also enjoy select dark or stylistically bold works—psychological horror and morally ambiguous crime dramas rank highly. Comedies are tolerated when they incorporate heart, smart satire, or blend with drama, but broad slapstick, lowbrow, or purely raunchy humor is generally disliked. The viewer appreciates polished, visually distinctive filmmaking and high-concept genre pieces when grounded by strong characters (including some science-fiction and action-adventure that emphasize mood or spectacle). Romantic elements are acceptable when integrated into mature, dramatic narratives rather than screwball rom-com formulas. They shy away from formulaic franchise fare, cheap sequels, and lightweight teen/children’s-centric content unless it offers genuine warmth or inventive animation. Overall they favor nuance, emotional resonance, and intelligent tone over straightforward comedic setups or popcorn escapism.",0,user-40385-bcc3a1220c66ca41-a0
MovieLens user 40390,40390,1978,validation,165,"The viewer favors bold, plot-driven films that blend high-stakes action or suspense with emotional depth. They consistently enjoy sci‑fi and adventure spectacles that combine thrilling set pieces with imaginative worldbuilding, and they also seek out crime and thriller narratives with tense atmospheres and moral complexity. Strongly drawn to character-focused dramas and human stories, they appreciate films that balance pathos and nuance—often favoring redemptive arcs, ethical dilemmas, and quietly powerful performances. Comedy tastes skew toward broad, clever, and romantic comedies that pair humor with warmth; they like laughs that reinforce character relationships rather than pure slapstick. Fantasy and family-friendly animation are welcomed when they offer charm, wonder, and emotional sincerity. Disliked elements include slow-burning or overly introspective art‑house works that lack emotional payoff or coherent engagement. They are less receptive to films that feel indulgently opaque or emotionally distant. Overall, preferences favor high energy and clear stakes, emotionally resonant storytelling, smart genre blends (action/sci‑fi/thriller with dramatic core), and comedies or fantasies that deliver heart alongside spectacle.",0,user-40390-12e18c75cfd91e32-a0
MovieLens user 40439,40439,1980,train,156,"This viewer gravitates toward witty, character-driven comedies and classic Westerns with strong moral or mythic overtones. They favor sharp humor—absurdist, satirical, screwball and caper-style comedies—as well as warm, heartfelt blends of comedy and drama that balance laugh-out-loud moments with emotional depth. Action and adventure appeal when paired with iconic genre conventions (especially Westerns) and lean, rugged storytelling rather than modern blockbuster spectacle. Documentaries that are immersive and human-focused also rank highly. Preferred tones include playful irreverence, nostalgic or earnest sentiment, and morally clear, character-centered drama; they like stories with camaraderie, clever plotting, and a clear sense of place. They tend to dislike films that overrely on broad slapstick without emotional payoff, thin thrillers lacking wit or character, and romantic comedies that feel shallow or forced. Stylistically, they respond to classic filmmaking, strong ensemble casts, and inventive comedic premises; they are less engaged by slick, formulaic studio comedies or pulpy crime romances that neglect character and tone.",0,user-40439-4f089e8961730fb5-a0
MovieLens user 40444,40444,1981,train,161,"The viewer gravitates toward intelligent, plot-driven films with strong mystery, thriller, and dramatic elements; they show particular enthusiasm for stories that challenge expectations, favoring clever twists, moral complexity, and psychological depth. Crime and thriller beats, when combined with mystery or savvy plotting, are especially appealing, as are thoughtful science-fiction and tightly constructed suspense. They also appreciate earnest, character-focused dramas and well-rendered emotional narratives, including period and literary adaptations, as long as the tone remains sincere and layered. Lighter romantic comedies and broad family-oriented musicals or slapstick comedies are less favored unless they offer sharp writing or emotional authenticity. Action is acceptable when anchored by smart stakes and clear tension rather than mindless spectacle; bombastic or excessively goofy humor tends to be off-putting. Preferred styles lean toward taut pacing, intelligent dialogue, and filmmakers who blend genre mechanics with thematic weight. Overall they favor films that reward attention—complex characters, moral ambiguity, and narrative surprises—while avoiding shallow sentimentality, juvenile humor, or style without substance.",0,user-40444-368d9e5f270e5521-a0
MovieLens user 40497,40497,1982,train,162,"They favor character-driven, often melancholic dramas with strong auteur signatures, attentive visual composition, and layered storytelling. They like mysteries and crime stories that blend dark humor, surreal or elliptical plotting, and noir-adjacent tone over straightforward procedurals. They respond to moral ambiguity, flawed protagonists, and narratives that reward close attention rather than tidy resolution. Cinematic style matters: striking cinematography, deliberate pacing, and formal experimentation (dreamlike sequences, fractured chronology, or bold production design) are appealing. They enjoy grounded coming‑of‑age and road/outsider tales that mix tenderness with discomfort, plus documentaries with narrative urgency and cultural relevance. They appreciate genre hybrids — crime-comedy, thriller-drama, and offbeat romance — when character and mood remain central. They tend to dislike conventional genre exercises that prioritize spectacle or formulaic plot over character depth, and are less engaged by broad slapstick or light, purely commercial comedies. They are drawn to films that are emotionally precise, occasionally challenging or bleak, and that privilege atmosphere, subtext, and craftful risks over facile catharsis.",0,user-40497-e7f6f5b75420b79a-a0
MovieLens user 40499,40499,1983,train,159,"The viewer favors serious, character-driven dramas with strong moral complexity and historical or social weight. They respond well to films that explore flawed protagonists, institutional conflicts, and human resilience, often set against large-scale or period backdrops. They appreciate intimate, emotionally truthful storytelling—occasionally with bittersweet or tragic undercurrents—and are drawn to nuanced portrayals of outsider figures and human suffering. Musicals and romantic elements are enjoyed when grounded in character and emotion rather than light escapism. The viewer likes dark, tense tones and moral ambiguity, including psychological unease, crime and thriller elements, and stark realism; they also value lyrical, expansive filmmaking and cinematic craftsmanship in pacing and composition. Comedic tastes skew toward sophisticated, character-based humor and satirical edge rather than broad, high-concept slapstick or high-octane genre spectacle, and they tend to dislike straightforward blockbuster sci-fi/adventure that prioritizes effects over character depth. Overall the profile favors thoughtful, artful cinema that balances formal ambition with profound humanism and complex, sometimes uncomfortable emotional truths.",0,user-40499-9b3048866c0e367d-a0
MovieLens user 40501,40501,1984,train,158,"The viewer favors imaginative, idea-driven films that blend genre boundaries—particularly speculative and mystery elements within sci‑fi, thriller, and fantasy frameworks. They respond strongly to cerebral narratives, surreal or dreamlike atmospheres, and stories that play with perception, memory, or altered reality. They also appreciate character-focused, emotionally resonant dramas and offbeat comedies with distinctive directorial voice, quirky ensemble casts, and a taste for whimsical visual style. Action is welcome when it serves a bold, kinetic vision or dystopian/speculative worldbuilding rather than straightforward spectacle. The viewer leans toward thoughtful pacing, intricate plotting, moral ambiguity, and films that balance emotional warmth with intellectual hooks. They tend to dislike gratuitous hypermasculine bravado or stylized violence without conceptual or emotional payoff, and are less engaged by purely bombastic historical/war epics or hollow action setpieces. Preferred tones range from melancholic and contemplative to darkly comic and ironically detached; they favor inventive production design, strong thematic cohesion, and narratives that reward reflection rather than simple resolution.",0,user-40501-0ee401a07df007a1-a0
MovieLens user 40513,40513,1985,validation,159,"This viewer favors high-concept, plot-driven films with strong dramatic stakes and smart, often genre-blending storytelling. They consistently choose action and adventure framed by serious themes—crime, moral ambiguity, survival, and large-scale conflict—while also enjoying speculative and sci‑fi premises that foreground ideas and spectacle. They respond well to immersive worldbuilding and cinematic scale (visual ambition, grand setpieces, and score-driven momentum) but also appreciates tight, character-focused narratives that explore power dynamics, redemption, and ethical complexity. Humor and emotional warmth are welcome when paired with inventive premises or sharp tonal balance; animated or lighter fare is acceptable if it retains thoughtful themes or emotional resonance. They tend to like films with brisk pacing, inventive structure, and occasional twists; stylistically, they lean toward bold visual direction and confident, sometimes operatic storytelling. Less preferred are purely biographical or understated procedural dramas that lack strong stylistic or thematic hooks. They avoid films that are flatly conventional, overly didactic, or lacking in spectacle, tension, or moral complexity.",0,user-40513-3b1b7031ab44d342-a0
MovieLens user 40558,40558,1986,test,164,"The viewer favors bold, high-energy entertainment with a strong leaning toward broad, irreverent comedy and action-driven stories. They respond well to comedic ensembles, buddy dynamics, and offbeat, sometimes absurd humor—especially when matched with crime or caper elements. They enjoy kinetic, genre-mixing action that leans toward confident, stylized violence and moral ambiguity rather than subtle restraint. Fantasy and whimsical adventure can appeal when they’re imaginative and playful rather than saccharine or aimed strictly at very young children. Conversely, they show less patience for earnest or sentimental family-oriented fare, conventional children’s animation, slow-building horror, and psychologically heavy melodrama. Dark, atmospheric thrillers and grim political or ideological seriousness tend not to satisfy them unless balanced by wit or kinetic spectacle. They prefer clear tonal commitments—either laugh-out-loud absurdity or bold action—over murky hybrids that blend bleakness with long-form suspense. Overall, their strongest preferences are for fast-paced, entertaining experiences that prioritize humor, camaraderie, and stylized action; their dislikes center on mawkish family tones, ponderous dread, and muted emotional subtlety.",0,user-40558-1dcae4255336d0b9-a0
MovieLens user 40561,40561,1987,train,167,"This viewer favors intense, character-driven dramas and thrillers with moral complexity, procedural or crime elements, and high-stakes conflict. They respond well to gritty action blended with dramatic weight—revenge, justice, and personal redemption arcs resonate—especially when grounded by strong performances and realistic consequences. Psychological tension, suspense, and mystery appeals are clear (inclinations toward atmospheric horror and taut thrillers). They like films that combine romance or emotional intimacy with larger themes rather than lightweight rom-com sugar; bittersweet and melancholic tones work. Historical, war, and biographical dramas that emphasize character and theme over spectacle are also appreciated. They tend to dislike broad, juvenile comedies, lightweight children’s animation, and documentaries or novelty non-fiction that feel unfocused. Big-budget effects or pure spectacle without emotional or narrative depth are less appealing unless anchored by character stakes. Stylistically they prefer moody, grounded visuals, measured pacing that builds tension, and smart plotting with occasional stylistic flourishes rather than gimmicky excess. Overall: mature, thoughtful, sometimes dark films that balance action or genre energy with dramatic substance.",0,user-40561-d98b441bed0df453-a0
MovieLens user 40644,40644,1988,train,164,"This viewer favors intelligent, character-driven storytelling with a strong streak of quirky, offbeat comedy and magical or surreal flourishes. They respond well to thoughtful dramas that explore moral complexity, social issues, and personal growth, often appreciating films with literary or theatrical sensibilities and distinctive directorial vision. Lighthearted, witty ensemble comedies and irreverent, pop-culture-savvy humor are clear strengths—especially when grounded by sharp dialogue and memorable characters. Fantasy and fantastical elements are welcome when used to enrich mood or theme rather than as spectacle alone; they also enjoy gentle, mysterious atmospheres and stories with folktale or mythic overtones. The viewer is less engaged by straight-laced, formulaic action/adventure or pulpy, macho thrillers unless they offer real emotional depth or subversion of genre tropes. Likewise, broad children’s fare and cheaply executed genre pastiches tend to disappoint. Overall preferences lean toward original, well-crafted films that balance heart, wit, and a touch of the uncanny, with a preference for thoughtful pacing and intelligent tonal mixes rather than pure genre fireworks.",0,user-40644-f22d2402136415e4-a0
MovieLens user 40664,40664,1989,validation,162,"This viewer favors emotionally rich dramas and character-driven stories with occasional escapist adventure and warm humor. They respond strongly to human-focused narratives that mix personal struggle with broader social or historical stakes, and they appreciate romantic and musical flourishes when they deepen emotional impact. Light-hearted comedies and whimsical adventures are welcome when they balance cleverness with heart rather than relying solely on slapstick; fantastical or high-concept sci-fi elements are less central but acceptable if they support charm and imagination. The viewer enjoys thoughtful mysteries and tense thrillers that emphasize atmosphere and moral complexity over bombast, and war or historical settings that foreground personal sacrifice and ethical dilemmas. They like films that blend genres—drama with romance, crime with moral inquiry, or adventure with coming-of-age sensibilities—so long as characters remain grounded and empathetic. Tones that appeal range from tender and lyrical to wry and gently comic; they are less drawn to films that prioritize pure spectacle, gratuitous violence, or shallow gimmicks without character depth.",0,user-40664-c3f63d17609490d1-a0
MovieLens user 40686,40686,1990,test,164,"This viewer favors sweeping, character-driven dramas and high-stakes adventure with strong moral or emotional stakes. They consistently enjoy epic fantasy and blockbuster sci‑fi/adventure that balance spectacle with clear hero journeys, and they respond well to grounded crime dramas and morally complex thrillers. They appreciate humanist storytelling—redemption arcs, mentorship, friendship, and personal sacrifice—often presented with cinematic scale (bold visuals, orchestral scores, immersive staging). They like intelligent, dialogue‑forward dramas and quietly powerful performances, and are receptive to poignant blends of drama and humor or romance when the emotional core is sincere. They are less enthused by uneven franchise entries or lightweight genre pastiches, and show lower interest in pulpy or broadly jokey treatments of material. They tolerate documentaries and historical/war dramas when they foreground character and consequence rather than pure exposition. Preferred tone ranges from earnest and somber to grand and adventurous; they dislike flippant, shallow, or incoherent tonal shifts. Stylistically they favor clear storytelling, strong central performances, and directors who balance spectacle with emotional truth.",0,user-40686-978df98cd14e47e3-a0
MovieLens user 40764,40764,1991,train,162,"The viewer prefers energetic, plot-driven entertainment with strong genre variety: they gravitate toward action-adventure and heist/spy-style capers, blockbuster sci-fi/fantasy with clear stakes, and ambitious war or historical dramas. They like bold, stylized heroes and ensemble dynamics, clever plotting, and set-piece spectacle when paired with coherent emotional or moral stakes. They also appreciate upbeat musicals and well-executed comedies that lean into charm and wit. Favorable responses show tolerance for franchises and serialized world-building when the pacing and stakes remain engaging. Strong negatives include uneven or muddled high-concept thrillers and family/children’s fare perceived as shallow or poorly executed; they dislike films that feel hollow, campy without wit, or that mishandle tone and character motivation. The viewer consistently rewards confident direction, clear tone, and emotional or thematic payoff—particularly in dramas and war stories—while penalizing convoluted plotting, inconsistent tone, or weak character work. Overall, they favor entertaining, well-crafted mainstream cinema with heart, clear stakes, and memorable set pieces over experiments that sacrifice coherence or emotional grounding.",0,user-40764-f584d031750d3518-a0
MovieLens user 40770,40770,1992,train,153,"Viewer prefers smart, character-driven films with sharp writing and a blend of comedy and drama; they repeatedly choose darkly comic, satirical, and absurdist tones as well as earnest, humanist dramas. They favor moral complexity, noir-inflected crime stories, and suspenseful thrillers that balance atmosphere with psychological depth. Musicals and classic studio-era entertainment appeal when buoyed by wit, charm, or striking visual style. They enjoy films that mix humor with pathos, offbeat protagonists, and stylistic ambition (expressionist or modernist visuals and strong directorial voice). They are drawn to classics and well-crafted period pieces as well as contemporary indie sensibilities. Dislikes include broad, lowbrow teen comedies and lightweight romantic schlock, crude slapstick without wit, and horror or sci‑fi that rely solely on shocks or cheap effects. They respond best to films that combine emotional honesty with formal inventiveness, moral ambiguity, and a distinct tonal blend of irony and warmth rather than pure sentimentality or gratuitous spectacle.",0,user-40770-fb0db36ca99ad9cd-a0
MovieLens user 40772,40772,1993,train,170,"This viewer favors intelligent, high-concept action and science-fiction with a strong procedural or law-enforcement backbone; they respond well to brisk plotting, moral ambiguity, and polished genre mechanics. They like adrenaline-driven narratives that blend crime and sci‑fi elements, especially when stakes feel concrete and investigative beats are central. They are receptive to classic, sweeping dramas with romantic or epic scope but prefer those to be balanced by clear narrative momentum rather than languid period stylings. Comedy and broad romantic comedies are generally disliked; lighthearted or slapstick tones and conventional rom‑com formulas hold little appeal. They also tend to reject muddled or cheaply executed action/adventure and genre pastiches that lack coherent tone or conceptual rigor. Preferred style: focused, craft-forward direction, taut pacing, and confident worldbuilding. Tone preferences skew toward tense, cerebral, and occasionally stoic or darkly decisive rather than whimsical or overly sentimental. Themes that resonate include justice, duty, ethical complexity, and technological or systemic threats. Avoid recommending broad comedy, fluffy romance, or uneven genre hybrids lacking strong procedural or conceptual core.",0,user-40772-a12e49358f1a2ca5-a0
MovieLens user 40795,40795,1995,train,160,"This viewer favors energetic, plot-driven entertainment with a strong taste for witty, character-focused comedies and emotionally resonant romances. They consistently enjoy films that mix humor with heart—romantic comedies and dramedies with warm chemistry and clever banter rank highly. Action and adventure with clear stakes and brisk pacing are appealing when paired with charismatic leads or playful genre blending. They also appreciate darker, morally complex crime and thriller pieces that emphasize tension, atmosphere, and stylistic edge. Fantastical or genre-mixing titles—animation, fantasy, sci‑fi, and musicals—are welcomed when they deliver imaginative thrills or nostalgic charm. The viewer is drawn to earnest dramas that foreground relationships and purposeful stakes, especially those with a historical or epic sweep. Conversely, purely cynical or gratuitously violent fare and big‑budget action lacking substance tend to be disliked. They prefer films that balance tone—clever and entertaining without being overly grim or gratuitously silly—and favor strong character dynamics, memorable set pieces, and a mix of emotional payoff and stylish execution.",0,user-40795-ea240c29c528beba-a0
MovieLens user 40799,40799,1996,test,159,"The viewer favors entertaining, plot-forward films that blend action and adventure with accessible sci‑fi elements and lighthearted comedy. They consistently enjoy big‑scale adventures and genre hybrids that balance spectacle with clear stakes, plus occasional character‑driven dramas and romantic comedies with warm, witty dialogue. They respond well to clever premises—especially time/genre twists or high‑concept hooks—and to stories that combine upbeat humor with adventurous momentum. Preferred tones range from energetic and fun to earnest and emotionally resonant; they like humor that complements action rather than undercuts it. They show tolerance for blockbuster conventions and stylized worldbuilding but are less engaged by thin romantic comedies or formulaic teen‑targeted fare without enough narrative or tonal substance. They also tend to reward films that mix mature thematic weight (drama, moral stakes, or speculative ideas) with accessible pacing and clear character arcs. Overall, the profile favors crowd‑pleasing, well‑paced entertainment that balances thrills, humor, and occasional emotional depth over purely niche, experimental, or purely frivolous rom‑coms.",0,user-40799-9984c62bcba6ec9e-a0
MovieLens user 40802,40802,1997,train,171,"This viewer consistently favors romantic stories with lightness, warmth, and emotional sincerity. They prefer romantic comedies and dramas that center on relationships, chemistry, and witty dialogue, often enjoying playful banter, meet-cute scenarios, and heartfelt reconciliations. Musicals and films with spirited, optimistic tones also register highly when combined with romance or nostalgic charm. They respond well to character-driven narratives, emotional intimacy, and romantic idealism — especially when tempered with humor or a gentle, hopeful sensibility. They are less drawn to bleak, overly experimental, or coldly cerebral dramas and to heavier action- or war-focused pieces unless romance and character connection remain central. The viewer tends to dislike when comedy strays into sourness or when fantastical premises overwhelm emotional authenticity; whimsical fantasy in small doses is acceptable if it serves character and romance. They appreciate period or scenic settings that enhance romantic atmosphere and enjoy ensemble or dialogue-rich films that explore relationships in a relatable, earnest way. Overall, the profile favors accessible, heartfelt, and charming romance-first stories with warmth, humor, and strong interpersonal chemistry.",0,user-40802-a8a71f1ae6642f38-a0
MovieLens user 40833,40833,1998,validation,169,"The viewer favors big, energetic genre films with strong adventure and science-fiction appeal, enjoying bold, high-concept premises and spectacle delivered with confident pacing. They respond well to family-friendly fantasy and animated works that blend whimsy, imaginative worldbuilding, and light musical or comedic beats, but also appreciate mature, suspenseful thrillers and action-heavy fare when anchored by clear stakes and momentum. Comedic tastes lean toward broad, silly, and character-driven humor rather than subtle or deadpan satire; playful irreverence and physical gags score higher than low-key dramatic comedy. Romantic or intimate dramas are acceptable when they carry an emotional uplift or transformational arc, but bleak, relentlessly moody romances are less appealing. They like films that balance heart and excitement—stories that can be both warm and thrilling. Dislikes include uneven tonal experiments, overly arty realism without narrative payoff, and comedies that rely mainly on mean-spirited or niche jokes. Overall, the viewer prefers accessible entertainment with memorable hooks, lively execution, and a tilt toward adventurous spectacle or family-friendly imagination rather than slow-burning art-house melancholy.",0,user-40833-719ecd5d86f3d24d-a0
MovieLens user 40856,40856,1999,train,158,"This viewer strongly favors broad, often irreverent comedies with bold personalities, absurdist or satirical humor, and high-energy ensemble performances. They respond well to brazen, boundary-pushing comedic styles—crude or shocking humor, parody, and anarchic mockumentary setups are appealing. Romantic comedy elements and quirky indie-leaning dramedy also register positively when paired with sharp character work and offbeat charm. They enjoy action-comedy hybrids that balance thrills with comic rapport and enjoy crime/thriller entries that retain wit and momentum. Conversely, the viewer dislikes earnest family/children’s fare, traditional musicals, and sentimental fantasy or period drama that lean nostalgic or saccharine. Straightforward mainstream action-adventure, effects-driven blockbusters, and conventional historical/war epics are generally unwelcome unless tempered by humor or distinctive style. They are open to darker, suspenseful material when it features clever plotting or moral ambiguity, and appreciate oddball, character-driven narratives. Overall preferences favor comedic risk-taking, bold tone, and distinctive voice; they avoid safe, conventional family entertainment and formulaic spectacle without a strong tonal hook.",0,user-40856-437cc7cf47dc5af3-a0
MovieLens user 40865,40865,2000,train,167,"This viewer favors witty, character-driven stories that blend comedy with crime, mystery, or romance — they appreciate clever plots, playful dialogue, and emotional depth. They enjoy classic screwball and romantic comedies as well as darker, plot-heavy thrillers and moral dramas, indicating a taste for tonal contrast: lighthearted banter and physical comedy alongside tense, suspenseful narratives. Fantasy and adventure with a strong sense of wonder or nostalgic charm also appeal, especially when paired with humor or heartfelt coming-of-age themes. Musical and family-friendly animated fare are acceptable when spirited and imaginative rather than purely sentimental. They gravitate toward films with memorable characters, sharp pacing, and inventive storytelling devices (nonlinear structure, surreal or speculative elements). They are less drawn to straightforward, conventional science‑fiction spectacles and big‑scale space epics, and show little patience for thinly written melodrama or flat noir that lacks engaging voice or wit. Overall, preferences favor intelligent, often genre‑hybrid movies that balance levity and seriousness, prioritize character and voice, and reward attention with clever twists or emotional payoff.",0,user-40865-27dceabd314bbbce-a0
MovieLens user 40870,40870,2001,train,170,"The viewer favors emotionally grounded dramas and character-driven romances with naturalistic dialogue and nuanced relationships. They consistently enjoy thoughtful, bittersweet, or earnest stories that balance intimacy and emotional honesty—often preferring quieter, dialogue-led pacing over spectacle. Strong interest in well-crafted thrillers and mysteries with moral complexity and taut plotting is evident, as is appreciation for literary or auteur-driven films that explore conscience, identity, and interpersonal consequence. They like animated family fare that blends heart, warmth, and smart humor rather than broad slapstick, and respond well to whimsical, gently fantastical worlds when anchored by relatable characters. The viewer is drawn to stylish, genre-blending pieces (drama with sci-fi, romance, or fantasy elements) when those elements serve theme and character rather than dominating with effects. They tend to dislike blockbuster spectacle-heavy action and effects-driven tentpoles that prioritize set pieces over character depth, and are less engaged by broad horror-comedy or shallow action franchises. Preferred tone ranges from melancholic and reflective to earnest and uplifting, with a consistent appetite for moral subtlety and emotional resonance.",0,user-40870-36b6e49865df1c4b-a0
MovieLens user 40893,40893,2002,train,165,"This viewer favors smart, character-driven dramas and midcentury-to-modern thrillers with strong plotting and moral complexity. They enjoy films that balance weighty themes—war, justice, revenge, authority, and personal redemption—with human-focused storytelling, often appreciating ensemble casts and morally ambiguous protagonists. They respond well to classical storytelling techniques, tightly constructed mysteries, and taut suspense, as well as historical or epic canvases that foreground character and atmosphere. Lighter tastes include witty, well-crafted comedies (often with an offbeat or satirical edge), family-friendly animation with heart, and whimsical or musical elements when grounded by strong characters. They tend to dislike broadly commercial or spectacle-heavy science fiction and outlandish genre pastiches, and have low patience for uneven absurdist or disorienting fantasy that sacrifices narrative clarity. Preferred tone ranges from earnest and contemplative to dryly comic; style preferences favor clear storytelling, purposeful cinematography, and confident direction over gimmickry. Overall, they gravitate toward films that combine emotional intelligence, moral complexity, and craftsmanship—whether intimate dramas, classic thrillers, or smart comedies—while avoiding flashy, shallow blockbuster entertainment.",0,user-40893-2f69b462b88b0ea6-a0
MovieLens user 40926,40926,2003,train,158,"The viewer prefers smart, character-driven dramas and thrillers with moral complexity, psychological depth, and tightly plotted mysteries. They favor films that balance intellectual engagement and emotional weight—period pieces, psychologically suspenseful stories, noirish or crime-centric narratives, and literary or auteur-driven dramas rank highly. They also enjoy well-crafted ensemble dramas and offbeat character comedies with strong voice and distinct stylistic choices. Action and adventure are acceptable when paired with strong worldbuilding or dramatic stakes, especially epic or mythic adventures, but they tend to reject lightweight or purely slapstick approaches. They like films with darker tones, moral ambiguity, intricate plotting, and stylistic confidence (formal direction, mood, atmosphere). They show interest in romantic or historical dramas when executed with seriousness and nuance. They are less interested in family/children’s fare, broad broad comedies, formulaic blockbuster sci‑fi, or flashy but shallow action absent narrative depth. Overall they seek intelligent, well-crafted movies that prioritize character, atmosphere, and storytelling sophistication over casual entertainment or juvenile humor.",0,user-40926-8add707f91094e32-a0
MovieLens user 40931,40931,2004,train,156,"This viewer favors high-energy, imaginative entertainment that blends spectacle with heart. They consistently enjoy big-budget action and sci‑fi with strong visual and emotional stakes, especially ensemble superhero and space-forward stories, and respond well to grand, cinematic visuals. They also appreciate animated films that balance family-friendly humor with genuine emotional depth and adventurous worldbuilding. Romantic and musical comedies that are upbeat, character-driven, and lighthearted also appeal, as do stories with clever humor, heartfelt coming-of-age moments, and strong group dynamics. Preferred tones range from hopeful and uplifting to tense but ultimately rewarding; they like wit and warmth more than bleakness. They tend to favor polished, plot-forward pacing and clear emotional payoffs over slow-burn experimental narratives. Weaker responses appear for darker, overly somber dramas and thinly drawn adaptations lacking emotional resonance. Overall, the viewer seeks entertaining, emotionally satisfying films with vivid visuals, charismatic ensembles, and a blend of humor and heart rather than gritty realism or minimalistic arthouse stylings.",0,user-40931-37c1f59b2c346dd1-a0
MovieLens user 40940,40940,2005,test,161,"The viewer gravitates toward intelligent, unsettling dramas and thrillers that blend psychological depth, mystery, and speculative or surreal elements. They favor films with clever premises, moral ambiguity, and tight, atmospheric storytelling—especially ones that mix drama with sci‑fi or noirish tones. Dark, cerebral mood, inventive plotting, and twisty revelations appeal strongly; they respond well to restrained, character‑driven tension over broad spectacle. They appreciate offbeat black comedy when paired with suspense and moral complexity. The viewer is less enthusiastic about straightforward action/adventure fare, broad genre mashups that prioritize gore or shock without thematic weight, and big‑budget creature or disaster spectacles. Romantic subplots are acceptable when they serve character and theme rather than sentimentality. They like production craft that reinforces mood—stylized visuals, moody soundscapes, and precise pacing—while disliking sloppy plotting or gratuitous excess. Overall, preferences lean to provocative, impeccably staged films that reward attention and reinterpretation: smart, sometimes disturbing narratives that combine psychological insight with genre invention rather than formulaic thrills or popcorn action.",0,user-40940-1dd167a674b1a012-a0
MovieLens user 40957,40957,2006,train,164,"This viewer gravitates toward high-energy, plot-driven entertainment with a strong taste for imaginative worldbuilding and big-picture stakes. They favor action and adventure that blend sci‑fi or thriller elements with clear momentum and decisive protagonists, enjoying clever twists and smartly constructed mysteries. Comedy is another core preference—especially broad, absurd, and satirical humor—often combined with warm-hearted or family-friendly sensibilities; they appreciate witty dialogue, slapstick beats, and films that balance laughs with genuine emotional payoff. Animation and family-oriented stories rank highly when they offer emotional depth, visual inventiveness, or lyrical fantasy; pastoral or mythic tones and thoughtful coming-of-age arcs appeal strongly. Romantic or character-driven dramas are accepted when they foreground sincere relationships, memorable characters, and uplifting resolutions. They tend to dislike colder, opaque dramas that prioritize ambiguity or erotic tension over clarity and emotional connection, and are less engaged by stylized crime portraits lacking satisfying narrative closure. Overall they prefer bold, accessible storytelling that blends spectacle, humor, and heart rather than slow-burn ambiguity or overly grim realism.",0,user-40957-aae327609e529b90-a0
